year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
71.0,8.0,15.0,6.38,6.08,8.92,4.12,7.38,1.63,5.63,4.88,6.5,8.21,9.29,13.7
66.0,3.0,15.0,1.79,2.04,4.17,2.0,3.79,1.5,8.21,0.67,3.63,4.5,7.17,11.79
73.0,7.0,12.0,5.96,5.91,6.75,2.88,8.25,4.58,5.54,6.25,6.34,4.63,12.92,11.08
61.0,10.0,10.0,14.46,13.25,11.46,9.42,13.17,11.04,11.75,12.38,11.12,15.21,20.46,19.41
77.0,7.0,15.0,9.38,5.21,6.38,3.5,5.58,6.08,7.17,5.13,5.71,5.37,11.0,10.37
75.0,8.0,28.0,4.58,2.75,3.33,1.5,2.75,0.75,3.17,2.75,2.75,2.25,7.62,7.83
76.0,6.0,16.0,8.75,7.12,8.87,3.83,4.04,4.42,3.37,4.38,5.91,3.21,9.13,6.54
73.0,7.0,22.0,7.17,3.33,9.83,4.33,7.54,5.71,8.33,5.71,8.42,6.63,10.17,13.67
67.0,9.0,30.0,16.54,16.17,14.83,9.33,18.16,11.25,17.83,14.62,14.29,12.67,23.67,25.54
62.0,7.0,26.0,10.79,10.75,25.12,10.13,9.0,6.63,10.0,8.92,7.29,9.54,12.04,6.34
78.0,3.0,11.0,11.67,12.21,12.5,5.75,10.13,7.41,3.63,9.04,9.08,6.29,13.04,15.29
67.0,5.0,15.0,11.87,11.42,23.25,9.67,9.0,8.25,15.09,11.63,8.79,8.83,18.05,17.71
75.0,8.0,31.0,8.08,3.46,9.13,3.96,2.46,1.75,6.42,2.88,4.79,1.46,8.67,9.79
78.0,10.0,10.0,12.58,9.75,11.29,3.63,10.29,7.62,6.34,10.46,9.46,8.5,18.75,16.21
66.0,1.0,2.0,18.71,19.5,12.67,10.08,16.29,9.79,17.46,10.83,13.88,12.38,15.63,16.46
68.0,7.0,9.0,4.92,3.29,3.92,1.87,3.96,0.29,3.46,3.71,1.29,0.87,10.67,7.75
65.0,4.0,24.0,14.71,13.13,10.46,7.21,14.62,7.5,8.08,5.25,5.37,8.08,10.67,11.54
73.0,5.0,23.0,8.0,4.92,5.54,2.75,7.41,3.58,4.79,2.13,5.75,5.79,3.21,8.21
63.0,6.0,26.0,13.17,10.71,10.83,9.17,14.83,9.59,12.71,11.63,10.67,11.54,14.09,12.71
61.0,12.0,24.0,20.54,13.5,18.25,9.17,15.5,9.46,8.5,8.63,8.33,11.87,14.92,10.04
67.0,10.0,14.0,24.5,21.62,22.08,12.12,22.04,14.17,19.33,15.87,15.21,16.79,26.42,26.3
70.0,2.0,4.0,9.79,12.46,10.21,4.54,8.54,4.96,5.63,4.79,3.67,1.17,8.0,5.29
69.0,8.0,26.0,19.58,12.83,13.08,9.83,16.08,10.46,15.79,12.04,14.71,14.0,15.0,19.55
76.0,4.0,26.0,11.38,5.21,17.25,5.13,5.91,6.0,8.25,5.54,8.33,6.25,11.75,8.21
69.0,3.0,12.0,9.29,8.92,12.04,7.83,11.21,6.04,11.58,14.79,12.0,13.46,17.04,29.17
67.0,11.0,3.0,5.58,4.17,5.75,5.09,5.96,4.0,10.67,3.13,6.04,7.71,8.21,20.91
71.0,1.0,18.0,24.87,20.17,17.88,13.54,18.54,14.29,14.46,14.83,15.75,14.42,17.21,19.55
70.0,8.0,2.0,4.96,9.83,4.5,2.46,5.5,4.92,2.62,3.54,4.0,5.25,11.67,6.54
70.0,5.0,10.0,11.71,7.96,17.0,6.79,8.79,10.58,10.21,10.67,10.75,9.54,12.79,17.41
76.0,7.0,17.0,8.33,9.29,8.25,2.92,7.46,4.21,5.79,5.58,7.87,4.63,12.33,10.75
72.0,9.0,10.0,10.46,7.38,8.04,4.21,7.62,6.21,11.58,5.37,9.21,7.54,12.17,18.38
63.0,8.0,27.0,16.71,11.54,10.88,10.37,15.92,12.25,14.62,14.25,13.79,9.92,16.42,13.17
76.0,11.0,20.0,5.66,2.71,6.5,1.0,0.17,0.67,3.71,0.08,0.79,1.92,3.71,9.29
61.0,10.0,6.0,16.04,16.96,17.83,9.79,9.75,9.71,12.96,9.5,8.67,11.96,9.96,14.42
73.0,3.0,28.0,12.04,9.46,11.87,5.83,9.04,5.83,9.79,7.83,7.87,7.04,12.08,18.0
70.0,6.0,14.0,6.54,2.96,16.58,5.63,5.66,6.5,5.21,4.12,6.42,2.5,12.33,3.13
67.0,10.0,4.0,20.91,13.96,15.21,11.54,16.04,11.04,15.09,14.25,14.0,13.83,18.21,23.33
69.0,4.0,15.0,18.16,12.38,11.54,11.83,17.0,9.75,17.16,11.75,16.5,12.08,14.04,17.96
76.0,12.0,3.0,12.12,12.62,7.5,1.96,6.54,4.17,5.75,1.08,3.08,2.75,6.58,8.17
77.0,7.0,11.0,7.25,4.17,15.71,3.46,2.83,5.66,6.79,2.79,5.71,4.92,8.42,5.58
76.0,10.0,23.0,11.87,7.33,10.58,5.17,7.67,5.91,6.21,5.66,6.71,6.83,9.42,13.42
78.0,2.0,26.0,2.67,6.29,3.5,1.04,3.17,0.42,3.54,2.79,1.17,0.75,2.92,6.83
67.0,12.0,14.0,3.29,6.67,2.83,2.29,7.17,4.54,9.21,9.13,6.71,8.46,17.92,18.71
75.0,3.0,15.0,10.37,6.0,15.09,4.79,4.21,1.87,7.83,5.71,5.5,7.04,9.13,18.63
74.0,1.0,10.0,28.75,26.63,24.58,16.17,23.0,16.79,16.92,19.67,19.5,21.54,31.08,31.75
77.0,9.0,5.0,9.0,10.5,8.17,4.71,9.71,7.46,11.63,7.29,9.25,8.58,16.25,20.58
76.0,1.0,16.0,1.63,4.33,4.29,0.21,1.17,0.96,8.25,1.17,5.17,4.46,6.38,14.5
68.0,4.0,25.0,13.54,18.34,10.04,10.5,17.08,12.67,5.66,12.87,10.41,11.46,16.92,15.92
73.0,12.0,28.0,15.59,14.17,11.67,5.83,10.13,8.17,9.13,7.62,8.33,5.91,14.5,17.71
64.0,4.0,7.0,6.71,4.08,7.17,3.17,6.75,2.71,7.29,6.58,4.0,7.17,11.58,11.54
70.0,9.0,16.0,15.87,18.58,13.88,7.87,12.75,8.79,9.75,10.08,9.21,10.08,19.21,17.41
72.0,5.0,24.0,22.67,21.46,18.08,10.04,20.54,12.12,13.33,17.88,15.21,15.92,27.16,22.95
71.0,2.0,24.0,8.33,10.17,5.75,2.33,6.96,1.67,3.17,2.33,2.75,1.58,6.96,7.21
73.0,2.0,8.0,13.7,10.37,9.54,5.21,9.75,5.79,8.79,6.5,8.92,7.41,11.08,15.29
74.0,10.0,21.0,16.29,11.75,14.62,9.38,8.96,6.46,11.87,8.21,7.87,6.87,14.92,21.59
75.0,10.0,25.0,17.75,21.04,14.42,12.62,18.84,12.71,9.96,16.04,17.08,15.34,26.71,27.25
78.0,3.0,22.0,20.67,20.46,17.92,11.54,20.3,11.71,18.0,12.87,14.42,12.21,16.46,19.29
71.0,1.0,22.0,16.88,12.83,12.46,7.04,11.92,7.96,10.0,8.87,10.5,8.54,15.09,14.5
70.0,6.0,13.0,2.71,3.08,6.79,1.5,2.46,2.75,3.13,2.92,3.37,1.96,7.62,8.75
72.0,11.0,29.0,18.21,17.58,17.83,9.96,11.71,11.34,16.96,12.04,12.33,11.67,18.88,21.62
78.0,11.0,17.0,23.21,21.37,19.04,11.21,13.21,13.88,17.58,14.0,14.96,14.54,21.25,24.92
73.0,9.0,16.0,11.5,7.46,13.59,5.79,6.25,6.25,6.04,7.04,7.67,6.21,10.83,12.5
64.0,3.0,8.0,11.58,9.25,22.46,6.87,9.38,3.67,9.5,8.08,5.83,6.79,7.41,8.75
64.0,9.0,6.0,10.58,4.63,5.83,6.04,10.29,6.75,8.58,7.54,7.87,9.42,11.08,14.54
72.0,2.0,5.0,6.13,6.96,10.04,4.04,8.25,4.63,10.46,5.96,7.79,6.87,9.75,25.0
65.0,2.0,10.0,8.75,2.21,6.04,3.46,7.67,2.21,7.29,5.09,5.33,6.04,5.33,11.25
63.0,9.0,30.0,11.38,7.92,7.67,7.38,12.21,8.0,12.5,8.42,10.54,9.38,11.63,18.29
74.0,9.0,8.0,16.58,11.38,15.71,5.63,13.54,8.33,10.88,8.79,10.67,7.87,10.71,16.83
70.0,3.0,26.0,14.83,11.58,12.0,8.0,11.63,8.33,11.58,9.92,12.79,11.21,15.46,23.67
71.0,8.0,10.0,15.83,8.33,12.58,7.83,10.88,4.0,7.58,4.12,7.58,4.92,8.21,8.08
73.0,3.0,2.0,18.25,19.08,15.16,9.13,15.25,11.38,14.83,17.79,13.0,15.59,22.5,24.37
61.0,6.0,18.0,12.12,9.29,7.67,7.17,14.92,10.34,13.7,13.25,12.12,12.54,17.75,24.71
74.0,11.0,23.0,14.67,9.62,9.79,6.29,8.54,4.17,9.71,3.79,6.17,3.33,2.75,6.17
77.0,6.0,20.0,4.83,4.54,12.54,1.96,4.88,2.83,4.0,1.0,3.37,1.46,9.29,4.88
61.0,6.0,19.0,8.92,6.38,7.67,6.42,11.34,7.75,10.37,9.38,10.29,10.17,12.92,16.88
64.0,8.0,23.0,19.55,17.54,18.88,9.71,14.75,12.25,13.62,15.12,10.41,15.59,21.92,20.46
70.0,8.0,7.0,5.63,2.79,4.33,1.67,6.04,2.37,1.29,2.29,0.58,2.17,9.92,4.42
75.0,8.0,25.0,5.37,5.83,6.34,1.96,3.83,2.42,5.0,6.92,6.38,4.88,12.71,13.7
66.0,6.0,27.0,20.5,14.25,15.21,10.63,16.92,11.87,17.0,11.25,13.59,15.67,16.66,21.62
70.0,7.0,13.0,12.38,9.62,10.88,6.21,14.96,11.21,14.58,9.83,13.37,9.92,16.25,21.84
62.0,1.0,7.0,12.62,11.04,11.34,3.54,11.75,8.04,14.29,8.42,8.63,13.75,18.88,16.71
61.0,6.0,24.0,6.42,4.92,9.33,4.75,12.17,8.33,14.88,11.87,12.92,15.0,19.08,20.75
64.0,2.0,11.0,7.08,9.92,7.29,1.67,7.0,4.21,8.5,6.75,3.08,6.75,11.92,9.83
62.0,12.0,11.0,17.92,15.87,11.63,9.13,17.37,12.21,16.42,12.46,12.29,12.17,19.92,19.46
70.0,12.0,28.0,12.46,6.54,13.5,6.29,7.0,2.58,7.21,4.33,6.87,5.0,3.0,15.0
62.0,3.0,20.0,9.21,7.38,14.12,2.29,5.91,1.92,7.67,5.96,5.66,6.34,10.83,12.42
77.0,10.0,25.0,10.67,12.71,8.83,4.08,8.12,8.79,9.79,12.83,8.46,8.92,21.87,18.38
76.0,11.0,19.0,6.21,3.92,5.5,0.54,1.92,0.96,2.17,0.87,0.17,1.21,2.96,4.38
66.0,11.0,30.0,21.29,19.58,13.75,14.54,18.71,13.13,21.75,13.25,15.5,14.88,22.29,29.5
74.0,7.0,27.0,11.0,10.46,12.92,5.71,13.25,7.46,10.63,8.83,9.71,8.0,12.17,15.0
75.0,5.0,29.0,6.92,5.17,16.21,3.33,4.29,3.21,3.92,5.83,4.88,2.21,12.67,4.33
62.0,12.0,5.0,15.46,16.42,13.0,7.71,10.83,9.96,8.96,7.0,7.83,8.29,18.41,18.58
78.0,2.0,12.0,13.04,5.96,13.62,5.96,5.29,1.46,9.42,4.38,6.83,7.0,2.62,11.17
63.0,3.0,28.0,11.5,8.38,11.58,5.41,11.34,8.04,9.83,8.5,7.46,10.17,11.83,14.17
73.0,1.0,21.0,11.58,8.17,7.62,4.63,7.83,5.71,14.71,5.5,10.13,7.71,11.38,24.25
61.0,7.0,5.0,11.5,4.96,7.62,5.83,8.92,6.17,10.08,5.58,8.08,8.75,7.08,12.42
77.0,2.0,4.0,13.88,15.09,12.17,4.0,11.0,10.88,10.5,7.46,9.33,9.17,11.5,15.75
66.0,5.0,7.0,15.71,12.08,14.21,8.71,10.75,7.58,9.38,7.58,8.67,10.41,14.37,13.7
61.0,3.0,2.0,12.58,10.04,11.17,7.12,10.29,9.21,10.88,10.5,10.58,12.96,18.38,13.79
62.0,2.0,3.0,14.92,11.54,11.67,6.71,13.5,10.04,15.96,11.46,12.42,12.12,18.58,20.71
64.0,6.0,21.0,12.29,7.21,7.87,6.83,10.58,6.63,8.96,7.58,8.12,9.79,9.38,12.04
62.0,8.0,24.0,15.12,14.29,11.5,11.71,17.25,12.96,21.09,15.75,15.96,14.54,19.79,26.87
66.0,4.0,22.0,22.08,21.62,18.41,12.42,15.63,12.75,15.29,16.25,11.63,16.0,23.96,16.38
62.0,10.0,12.0,11.67,6.08,11.67,3.13,6.29,2.13,4.96,4.12,4.08,5.96,5.0,6.38
76.0,8.0,8.0,4.33,1.17,8.83,2.25,3.25,1.5,1.67,1.17,1.54,1.17,4.54,4.12
68.0,4.0,1.0,19.7,17.04,16.54,13.21,19.12,13.59,21.12,16.25,15.79,17.54,21.29,19.55
77.0,8.0,20.0,10.88,5.58,12.75,5.41,6.58,4.88,7.46,2.83,5.83,3.96,6.58,3.08
71.0,1.0,25.0,18.84,17.25,13.46,7.17,14.29,9.17,11.71,8.21,10.29,10.67,11.87,15.54
70.0,7.0,19.0,14.67,8.25,9.46,6.67,9.75,6.63,8.21,6.29,10.17,8.25,11.17,14.79
67.0,8.0,4.0,13.13,10.21,8.04,7.71,10.37,7.67,11.71,9.29,10.5,11.38,12.5,19.08
68.0,2.0,4.0,21.75,22.08,15.67,11.67,17.46,11.54,15.04,14.33,14.25,15.29,22.54,26.71
75.0,7.0,14.0,15.41,10.75,15.87,7.62,9.62,6.54,10.71,5.41,11.17,8.0,9.92,9.54
78.0,11.0,29.0,14.46,10.0,10.17,3.33,9.59,8.83,4.38,5.75,10.41,9.13,13.13,22.95
78.0,6.0,19.0,13.5,7.58,6.63,4.21,8.29,4.25,7.41,4.75,6.54,5.17,10.88,15.16
78.0,6.0,6.0,10.04,9.92,9.21,5.17,13.25,9.96,9.29,9.75,10.58,8.58,14.25,16.08
71.0,11.0,28.0,7.5,8.67,5.83,1.29,7.17,4.67,9.04,2.17,6.46,5.13,10.75,14.21
67.0,11.0,17.0,5.37,2.71,8.46,0.79,4.38,0.83,2.17,3.96,1.42,2.88,11.92,14.96
61.0,7.0,19.0,5.17,3.42,6.63,2.96,6.75,2.92,3.5,7.29,5.58,7.0,10.13,10.92
77.0,4.0,19.0,8.12,6.67,10.34,2.75,3.92,5.71,7.75,5.21,5.29,6.79,9.17,15.87
74.0,6.0,1.0,16.54,15.92,15.46,9.87,13.67,9.13,9.33,13.75,12.08,12.17,22.34,19.7
64.0,8.0,27.0,8.67,8.29,10.5,4.96,7.46,5.0,7.12,4.04,4.67,5.66,7.04,5.46
68.0,12.0,3.0,14.71,10.29,16.54,10.54,10.67,7.0,11.63,10.5,10.0,13.88,14.79,19.5
68.0,4.0,26.0,17.83,14.71,16.83,12.83,19.0,13.88,12.62,11.67,13.83,14.17,18.54,23.33
73.0,6.0,29.0,18.05,16.5,16.21,8.46,12.92,11.58,13.21,13.88,12.0,13.21,19.21,17.79
78.0,2.0,1.0,27.25,24.21,18.16,17.46,27.54,18.05,20.96,25.04,20.04,17.5,27.71,21.12
61.0,7.0,12.0,19.46,16.88,12.29,10.08,15.04,8.83,9.08,11.75,10.5,10.71,17.21,9.92
78.0,5.0,18.0,4.88,2.83,8.67,1.63,3.25,2.79,3.17,2.71,2.96,1.42,5.41,5.25
70.0,6.0,4.0,17.75,13.54,12.92,6.67,12.33,8.79,11.08,10.29,10.04,9.38,9.54,16.5
65.0,1.0,9.0,22.0,21.67,16.5,14.58,22.34,16.96,21.84,21.84,18.88,12.54,18.84,22.17
77.0,7.0,5.0,5.79,1.13,7.33,2.37,1.58,2.62,4.21,2.08,6.17,4.21,10.0,5.09
67.0,6.0,18.0,11.5,9.21,5.0,4.42,8.79,3.79,2.79,6.79,4.25,5.71,8.67,8.17
64.0,6.0,12.0,10.54,8.75,9.71,6.21,9.71,5.41,6.75,8.63,6.67,7.83,9.29,8.87
65.0,3.0,20.0,9.59,10.96,11.75,6.71,13.75,6.0,12.58,15.63,10.58,13.21,19.12,28.42
66.0,10.0,8.0,9.0,5.66,7.62,3.83,6.17,2.13,4.42,2.04,3.29,3.58,6.67,9.04
65.0,8.0,14.0,10.41,7.33,9.5,5.46,8.46,5.41,7.12,5.63,5.58,7.5,8.63,11.54
73.0,3.0,8.0,14.29,18.16,8.79,4.67,10.96,6.63,5.21,8.83,7.41,7.87,12.75,14.83
66.0,3.0,19.0,4.04,9.33,5.88,3.21,6.13,4.42,5.25,5.71,3.42,3.58,17.12,11.96
65.0,2.0,24.0,9.04,9.5,9.59,4.63,8.58,5.46,12.42,9.5,7.46,9.0,11.54,16.13
68.0,9.0,15.0,14.62,12.29,31.63,10.21,10.29,6.34,14.96,10.08,9.13,9.59,13.7,17.25
76.0,8.0,28.0,9.46,6.83,20.75,5.09,6.17,5.13,13.59,4.83,9.08,7.12,9.17,12.25
74.0,1.0,15.0,15.83,18.0,14.42,9.33,16.21,11.54,17.16,14.62,14.88,14.25,22.42,25.29
77.0,5.0,2.0,6.63,5.29,10.75,3.42,4.63,3.46,7.41,5.46,4.71,4.12,13.59,10.71
68.0,6.0,4.0,9.96,10.25,7.71,5.88,12.67,6.54,7.83,9.33,7.33,7.08,17.04,15.67
67.0,5.0,8.0,15.12,11.67,15.96,8.46,12.62,8.87,10.71,6.25,8.21,5.83,6.96,7.62
61.0,3.0,5.0,11.25,17.0,10.41,10.04,15.46,11.17,5.5,10.34,11.71,10.83,11.58,14.0
72.0,6.0,18.0,16.66,12.38,12.08,9.71,15.12,10.41,13.0,12.87,11.58,11.25,17.25,20.0
70.0,8.0,14.0,10.75,10.34,9.25,3.42,11.38,7.29,7.96,6.04,8.46,5.91,14.96,17.54
74.0,7.0,9.0,11.87,10.04,10.37,5.41,12.58,6.71,10.41,9.54,8.87,8.38,16.46,16.46
69.0,4.0,14.0,13.62,11.17,9.04,11.25,19.79,10.17,14.5,14.88,15.12,11.46,15.37,17.41
61.0,8.0,16.0,13.13,7.25,9.17,8.21,13.29,9.04,12.96,10.54,10.54,12.0,11.0,16.08
76.0,9.0,28.0,13.08,12.38,11.04,4.83,10.96,8.29,7.71,7.71,10.5,5.0,9.38,14.75
63.0,10.0,2.0,15.16,12.42,11.25,8.42,13.5,7.79,10.54,10.0,9.0,10.21,15.54,14.92
72.0,6.0,4.0,6.29,7.54,4.75,2.62,6.42,4.54,4.58,7.67,4.71,7.71,16.04,11.96
71.0,5.0,12.0,10.08,1.83,14.5,3.33,3.67,3.33,5.17,2.37,4.96,2.29,6.71,6.75
68.0,7.0,20.0,5.25,2.88,3.71,2.79,5.88,1.87,4.46,2.58,3.13,2.71,8.04,12.87
73.0,9.0,19.0,6.04,3.58,7.75,3.71,3.0,2.75,6.29,3.67,4.79,4.04,7.21,10.58
64.0,10.0,25.0,6.63,7.25,5.54,3.17,7.92,5.33,6.25,8.17,5.96,8.21,13.5,12.08
65.0,10.0,31.0,25.46,22.0,20.54,12.71,19.95,13.25,19.21,16.92,14.5,17.08,23.16,23.38
61.0,10.0,13.0,10.25,10.34,7.92,6.58,11.29,8.67,9.92,5.96,6.46,7.38,12.5,11.96
68.0,11.0,26.0,4.12,3.96,7.25,0.96,6.87,2.37,4.04,6.13,3.96,5.33,13.13,18.63
66.0,10.0,17.0,17.67,12.29,16.42,7.08,14.92,9.33,11.96,10.96,8.29,9.96,15.0,14.37
74.0,8.0,21.0,8.29,7.0,10.21,3.71,8.38,5.66,7.83,6.13,7.33,5.96,9.25,13.5
74.0,4.0,1.0,15.83,14.79,12.12,7.29,14.37,8.04,8.38,12.71,9.0,8.25,11.08,20.71
76.0,2.0,25.0,10.08,11.46,14.33,5.04,8.58,6.21,14.17,13.33,13.7,13.79,19.79,22.67
71.0,9.0,28.0,7.12,6.5,6.5,2.13,5.46,4.92,4.17,4.58,3.71,3.58,12.67,12.54
72.0,5.0,23.0,20.17,13.79,18.12,12.04,15.63,10.13,12.25,11.87,12.54,14.96,17.96,24.54
68.0,3.0,8.0,10.0,7.12,9.29,6.13,6.25,3.71,5.79,5.66,4.46,9.67,8.58,12.54
74.0,6.0,19.0,10.92,12.62,11.75,4.17,7.71,5.04,5.75,11.17,6.79,5.33,15.63,9.62
77.0,12.0,18.0,4.92,2.21,5.09,1.13,2.37,2.33,2.71,1.71,3.46,2.5,2.37,7.54
73.0,10.0,1.0,10.08,8.38,8.21,3.42,6.08,2.46,6.21,4.46,4.33,5.46,8.08,13.33
69.0,10.0,27.0,5.58,6.92,5.5,2.37,6.29,2.79,4.04,5.91,4.46,5.5,10.79,12.92
74.0,6.0,7.0,8.12,5.29,10.41,4.38,8.04,4.83,10.21,9.79,8.17,7.71,11.54,17.0
74.0,1.0,28.0,19.92,17.5,18.58,12.58,18.91,12.58,20.41,15.54,19.04,23.75,25.96,38.79
70.0,1.0,27.0,10.54,19.08,7.83,3.17,10.0,7.0,5.17,8.79,5.21,2.88,12.42,9.96
73.0,1.0,7.0,12.08,10.88,10.13,4.25,6.13,4.96,5.63,6.34,5.25,4.08,6.46,7.87
71.0,2.0,3.0,11.67,1.83,7.04,4.25,6.17,2.17,10.92,4.67,8.29,7.87,7.62,15.29
67.0,9.0,4.0,22.58,19.92,16.46,12.08,16.62,12.38,14.54,13.7,12.38,13.21,19.25,18.38
65.0,2.0,9.0,5.79,4.08,5.79,3.75,4.75,0.92,6.0,2.33,4.42,5.58,4.17,12.42
62.0,10.0,19.0,6.38,1.71,7.0,3.04,5.21,2.88,5.58,2.37,4.38,6.13,4.96,8.42
64.0,11.0,3.0,10.21,6.58,21.59,6.5,6.29,4.71,8.54,5.54,5.96,5.0,6.17,12.25
62.0,5.0,4.0,5.54,8.21,8.5,3.46,5.17,1.75,5.83,0.54,2.62,3.42,5.71,3.37
61.0,5.0,4.0,9.87,10.29,8.42,7.5,9.42,7.33,5.96,6.25,7.79,8.92,4.79,3.83
72.0,12.0,2.0,6.0,10.21,4.75,0.87,7.17,4.92,5.37,5.58,3.71,1.71,8.08,9.59
63.0,5.0,27.0,8.21,2.92,10.04,3.71,3.42,1.87,5.13,1.71,3.17,2.67,5.83,4.92
65.0,10.0,8.0,16.5,8.96,14.62,6.04,7.62,8.0,10.71,9.96,11.17,9.33,11.04,14.92
73.0,11.0,10.0,16.88,12.83,11.42,6.67,11.71,5.88,8.83,7.62,10.0,7.33,13.79,17.5
61.0,10.0,31.0,13.62,10.75,13.0,8.33,11.5,9.71,15.25,11.96,11.54,11.92,17.75,14.92
63.0,3.0,9.0,18.75,11.54,17.5,11.38,14.0,9.71,13.33,12.38,8.75,13.67,11.75,18.38
67.0,11.0,4.0,11.96,8.67,14.58,4.79,5.79,1.58,7.17,3.88,3.75,3.29,9.5,13.08
73.0,1.0,28.0,16.08,7.67,7.96,6.75,9.71,7.75,13.08,10.41,11.58,7.62,13.04,15.0
73.0,4.0,8.0,19.0,14.58,18.54,9.46,9.29,9.67,12.04,9.33,10.21,11.12,14.88,21.25
68.0,1.0,14.0,30.29,22.21,24.0,14.5,22.54,14.0,22.04,20.58,15.46,18.66,24.96,23.16
69.0,10.0,17.0,12.38,16.29,15.46,10.67,17.04,9.59,14.37,13.5,14.17,10.79,21.87,25.25
63.0,5.0,15.0,10.21,7.5,8.17,6.34,10.46,8.08,12.83,8.63,10.88,10.88,12.87,15.59
61.0,10.0,18.0,28.33,18.29,22.63,17.83,18.08,11.96,21.84,17.33,16.17,26.38,24.21,33.45
78.0,6.0,1.0,10.37,11.42,6.46,6.04,11.25,7.5,6.46,5.96,7.79,5.46,5.5,10.41
73.0,8.0,26.0,5.46,7.29,6.79,4.04,5.21,3.21,3.21,2.0,3.54,4.25,9.83,5.46
69.0,6.0,6.0,2.5,4.21,3.67,0.71,2.25,2.67,0.21,4.08,0.5,1.83,13.54,8.21
66.0,4.0,5.0,13.92,12.42,20.0,10.88,16.21,13.42,17.37,15.63,12.54,16.08,17.41,32.0
61.0,2.0,10.0,20.5,11.54,19.67,10.04,8.12,8.08,11.08,12.54,11.12,12.96,17.83,17.75
69.0,2.0,26.0,4.5,4.21,11.71,3.25,6.63,3.25,4.92,3.92,5.5,4.21,4.75,8.0
66.0,11.0,22.0,11.58,3.92,13.46,5.88,6.08,0.67,8.17,1.13,4.21,3.13,5.83,9.59
78.0,6.0,22.0,8.46,9.25,6.92,2.37,6.96,2.96,6.21,5.0,5.5,3.54,9.79,11.92
65.0,3.0,7.0,3.92,10.29,8.04,3.13,7.71,5.41,10.63,7.92,6.17,8.63,13.5,16.17
62.0,4.0,16.0,10.17,8.92,27.04,10.88,9.75,8.92,15.34,8.38,8.75,12.42,10.17,13.33
73.0,10.0,23.0,4.92,5.71,4.46,0.67,4.88,3.42,3.88,6.08,3.25,6.63,12.33,14.5
71.0,5.0,21.0,6.92,6.13,8.04,2.46,4.96,3.37,3.46,8.0,4.33,4.58,13.54,9.08
77.0,6.0,7.0,17.62,11.17,11.21,6.79,13.29,8.17,11.67,9.04,7.87,9.54,16.13,18.79
65.0,4.0,7.0,9.04,6.34,8.63,3.5,7.62,5.21,8.08,7.96,6.67,8.63,12.08,11.12
63.0,9.0,9.0,11.42,9.96,11.0,6.63,10.75,7.71,14.04,10.0,10.21,10.75,13.29,17.37
71.0,1.0,13.0,14.88,14.46,11.29,4.38,10.41,7.87,6.87,8.04,7.92,5.37,11.04,9.13
70.0,6.0,11.0,6.92,2.58,7.54,1.71,4.54,1.63,2.42,1.63,2.37,0.71,3.21,5.17
72.0,11.0,12.0,21.5,20.12,15.96,9.04,12.71,7.41,12.33,10.63,10.88,8.79,13.62,14.46
74.0,8.0,31.0,5.37,7.54,5.79,2.25,4.75,3.54,3.33,5.63,5.83,4.21,4.04,12.08
70.0,3.0,18.0,22.95,16.96,14.71,13.88,19.04,12.58,19.7,17.12,17.83,17.79,22.34,27.16
73.0,8.0,10.0,6.71,2.88,8.58,3.08,3.54,1.83,3.83,0.71,2.75,1.58,5.46,8.87
64.0,4.0,22.0,9.21,9.42,10.29,4.25,8.71,4.38,9.04,6.08,4.04,6.25,7.67,5.79
64.0,4.0,8.0,11.83,13.04,12.17,6.34,10.37,8.33,11.63,14.17,6.54,11.83,20.3,18.08
66.0,1.0,30.0,11.79,11.08,14.5,8.38,13.92,9.79,14.33,9.04,10.37,15.59,15.37,21.96
69.0,9.0,4.0,4.71,4.21,4.92,3.54,5.17,1.25,3.5,1.5,2.62,3.5,6.42,10.83
66.0,3.0,13.0,10.83,6.21,7.5,7.0,10.54,5.41,11.21,4.92,7.62,8.12,8.08,10.75
75.0,10.0,10.0,12.08,12.12,14.17,5.5,9.17,5.29,8.38,6.38,7.96,4.79,11.21,12.54
63.0,10.0,12.0,11.04,10.58,13.0,3.83,10.58,7.38,9.42,9.21,7.25,9.08,17.83,15.54
64.0,5.0,29.0,10.83,12.54,6.96,5.75,12.58,6.08,8.17,7.75,6.42,8.12,8.38,8.29
71.0,6.0,25.0,14.29,12.87,13.21,7.33,11.38,6.21,6.71,8.58,8.92,8.33,12.5,10.71
68.0,12.0,24.0,13.59,18.0,9.83,3.42,13.46,5.91,9.42,8.79,8.08,7.29,13.0,19.17
76.0,1.0,3.0,11.25,9.59,7.62,5.46,9.46,4.0,13.29,6.38,10.13,9.0,12.12,23.29
74.0,9.0,21.0,14.71,18.88,11.12,7.71,14.75,7.67,13.37,13.04,11.42,10.88,23.04,27.12
64.0,4.0,9.0,18.75,12.92,16.83,13.04,19.21,13.59,18.05,15.29,13.25,16.88,19.17,19.92
70.0,2.0,1.0,22.08,21.79,17.83,13.46,19.75,15.41,18.25,17.41,17.12,17.83,24.08,25.08
77.0,10.0,13.0,13.88,14.83,11.79,5.66,12.67,8.67,10.58,13.0,10.5,7.41,16.42,15.83
75.0,10.0,2.0,19.0,17.0,16.04,8.38,12.75,9.42,9.75,9.71,11.04,8.42,11.5,16.58
